hid,title,type,rating,origination,read,last_read,synonyms,mal,anilist,mangaupdates
ot6FlAq0,The 100th Regression of the Max-Level Player,Reading,0,Manhwa,86,2026-06-06,"La centième régression du joueur niveau max,만렙 플레이어의 100번째 회귀,Mallep Player-ui 100-beonjjae Hoegwi,The Max-Level Player's 100th Regression,Man-Level Player-ui 100-beonjjae Hoegwi,100-та регресія гравця максимального рівня,La regresión 100 del jugador de nivel máximo,การกลับมาครั้งที่ 100 ของผู้เล่นเลเวลแม็กซ์,カンストプレイヤーの100回目の回帰,重生百次的最強玩家,A Centésima Regressão do Jogador de Nível Máximo,满级玩家的第100次回归",https://myanimelist.net/manga/164180,https://anilist.co/manga/170894,https://www.mangaupdates.com/series/a5mki7s
HiQYdXbc,Nano Machine,Reading,0,Manhwa,316,2026-06-12,"喇勞 魔神,奈米魔神,某天成为魔神,나노마신,ナノ魔神,Nano Mashin,Наномашины,นาโนมาชิน,Nano máquinas,نانو ماشین,喇勞魔神,Maluska Maszynka,Ngã Lão Ma Thần,Ma Thần Nano,Nanoroboty,Nanotecnologia Marcial,Nano Machine",https://myanimelist.net/manga/147863,https://anilist.co/manga/120980,https://www.mangaupdates.com/series/01w7hvo
ESkahI1J,Ultimate Shut-in,Reading,0,Manhwa,83,2026-06-09,"El soberano del hogar,Ultimate Shut-in,집구석 절대자,Jipguseok Jeoldaeja,Le roi de la maison,O Recluso Supremo,โทษที พื้นที่นี้ห้ามออก!,家之王者,房子的绝对者,終末世界で家が絶対領域になった,O Super Recluso,Absolute Person in Every Corner,Absolute Dweller,The Absolute Ruler of the House",https://myanimelist.net/manga/176736,https://anilist.co/manga/186019,https://www.mangaupdates.com/series/6j4onuh
Vf8oINR2,Genius Archer’s Livestreaming,Reading,0,Manhwa,100,2026-02-06,"천재 궁수의 스트리밍,Genius Archer's Streaming,Stream de l'archer de génie,天才弓箭手的直播,Stream Của Cung Thủ Thiên Tài,弓で無双する初心者ストリーマー,สตรีมมิงยอดนักธนูอัจฉริยะ",https://myanimelist.net/manga/169874,https://anilist.co/manga/180166,https://www.mangaupdates.com/series/qwlro65
iOp386YG,Zatsuyou Fuyo Jutsushi ga Jibun no Saikyou ni Kizuku made,Reading,0,Manga,33.1,2026-05-08,"잡용 부여술사가 자신의 강함을 눈치챌 때까지,直到 杂务 魔法 师 意识 到 自我 是 最 强 的,雑用付与術師が自分の最強に気付くまで（コミック）,Until the Chore Granting Sorcerer Realized His Strongest,Until the Chore-Granting Sorcerer Realized That He Is At His Strongest,Zatsuyou Fuyojutsushi ga Jibun no Saikyou ni Kidzuku made,Magical Buffs: The Support Caster is Stronger Than He Realized!",https://myanimelist.net/manga/153949,https://anilist.co/manga/157787,https://www.mangaupdates.com/series/2dyna80
e7M9MHz1,Apocalypse e Jibeul Sung-gim,Reading,0,Manhwa,60,2026-03-17,"Hiding Out in an Apocalypse,Se Escondendo Em Um Apocalipse,아포칼립스에 집을 숨김,Hidden House in the Apocalypse,Hide Your House in the Apocalypse,Hiding Your Home in the Apocalypse,末日的藏身之處,Hide Your House in the Apocalypse,Hiding Your Home in the Apocalypse,หลุมหลบภัยวันสิ้นโลก,世界終末シェルター,末日的藏身之處",https://myanimelist.net/manga/170790,https://anilist.co/manga/184487,https://www.mangaupdates.com/series/utwj55g
wIuq5Y7n,Artifact-Devouring Player,Reading,0,Manhwa,45,2026-06-10,"아티팩트 먹는 플레이어,Artifact-Devouring Player,Artifact Meokneun Player,神器吞噬者",,https://anilist.co/manga/188686,https://www.mangaupdates.com/series/dy29umq
2JgZQTd2,Log-in Murim,Reading,0,Manhwa,250,2026-02-10,"ログイン武林,로그인 무림,登录武林系统,Логин Мурим,Connexion au Murim,Login Murim,Murim Login,Inicio de sesión en el murim,Log-In Murim",https://myanimelist.net/manga/147389,https://anilist.co/manga/120385,https://www.mangaupdates.com/series/zbcw2f8
7I9Ts58U,"Myst, Might, Mayhem",Reading,0,Manhwa,109,2026-03-11,"怪力乱神 (僩㳞月夜),An Awesome Power,Monarca del Caos,괴력 난신,The Chaotic God of Extraordinary Strength,Quái Lực Loạn Thần,Deus do Caos Todo-Poderoso,Myst Might Mayhem,怪力亂神,怪力乱神～血に染まった本性～,ลับลางลวง,Goeryeok Nansin,El Dios caótico de la fuerza extraordinaria,El Dios Caótico de Fuerza Extraordinaria",https://myanimelist.net/manga/168980,https://anilist.co/manga/175946,https://www.mangaupdates.com/series/ulhdzmu
11q9uH8O,Blink Master of the Magic Academy,Reading,0,Manhwa,100.5,2026-06-08,"Magic Academy's Genius Blinker,Gênio do teletransporte da academia de magia,Blink Master of the Magic Academy,I Became a Flashing Genius at the Magic Academy,마법학교 앞점멸 천재가 되었다,Quick Teleporting Genius from Magic School,ザコキャラ憑依のはずが、アカデミーの天才になっていた,Mabeop Hakgyo Apjeommyeol Cheonjae-ga Doeeotda,魔法學院的閃現天才,魔法学院的闪现天才",https://myanimelist.net/manga/170974,https://anilist.co/manga/178379,https://www.mangaupdates.com/series/4x1ds0v
dXymia0p,Bill,Reading,0,Manhwa,,0000-00-00,"빌,Bill The Blacksmith",,https://anilist.co/manga/204006,https://www.mangaupdates.com/series/q3he6ud
9uQQBcD6,Matap ui Munjeadeul,Reading,0,Manhwa,44.5,2026-04-03,"The White Tower's Rogue Mage,El chico problemático de la torre mágica,Проблемный ребёнок магической башни,জাদু মিনারের অবাধ্য ছেলে,마탑의 문제아들,The Magic Tower Problematic Child,The Magic Tower's Problem Child,The Magic Tower's Problematic Child,The Magic Tower's Problematic Child,The Magic Tower's Problematic Child,魔塔的問題人物",https://myanimelist.net/manga/180507,https://anilist.co/manga/189264,https://www.mangaupdates.com/series/jhqbdi0
ZRc36aF0,Chronicles of the Lazy Sovereign,Reading,0,Manhwa,50,2026-06-04,"태존비록,The Secret Records of the Supreme,Dzieje Donguriego,Taejon Birok,怠尊秘錄,Secrets of the Grand Master,怠尊秘录",https://myanimelist.net/manga/183811,https://anilist.co/manga/195914,https://www.mangaupdates.com/series/9cdts23
99sr80kM,Pick Me Up,Reading,0,Manhwa,205,2026-06-12,"Pick Me Up, Infinite Gacha,픽 미 업!,Pick Me Up !,Gacha infinito,Me Escolhe!,レア度★1の英雄として生き残る方法~PICK ME UP~,Pick Me Up!,PICK ME UP～低レア英雄の成り上がり～,PICK ME UP〜低レア★英雄の成り上がり〜,ピックミーアップ〜低レア★英雄の成り上がり〜,Pikku Mī Appu〜Tei Rea Eiyuu no Nariagari,拿起我！,Me Escolhe! Gacha Infinito,¡Escógeme! Gacha Infinito",https://myanimelist.net/manga/154587,https://anilist.co/manga/159441,https://www.mangaupdates.com/series/r4ksmo5
OY7hKOMr,Helmut: The Forsaken Child,Reading,0,Manhwa,133.5,2026-05-18,"Helmut (Kim Nan Sae),Helmut (Honyo),헬무트,Helmut,Helmut: A Criança Abandonada,ヘルムート～魔物に育てられた子～,赫尔穆特·魔物养育之子,Helmut: El Niño Abandonado",https://myanimelist.net/manga/151242,https://anilist.co/manga/154782,https://www.mangaupdates.com/series/kjv5b8d
GpIzxNnb,Solo Max-Level Newbie,Reading,0,Manhwa,263,2026-06-12,"ผู้เล่นหน้าใหม่เลเวลแมกซ์,나 혼자 만렙 뉴비,我独自满级新手,滿級新手,俺だけレベルMAXなビギナー,Нуб максимального уровня,Solo Max-Level Newbie,I Am the Top Ranker Newbie,I'm the Max-Level Newbie,O novato de nível máximo,Novato solo a nivel máximo,Người Chơi Mới Cấp Tối Đa,Na Honja Manlep Newbie",https://myanimelist.net/manga/147392,https://anilist.co/manga/137280,https://www.mangaupdates.com/series/upay4jv
58DVPly2,"Cheonjae, Sesangeul Ikda",Reading,0,Manhwa,53,2026-06-13,"The Genius Who Sees Through the World,천재, 세상을 읽다,The Genius Who Reads the World,天才解读世界",https://myanimelist.net/manga/180299,https://anilist.co/manga/188071,https://www.mangaupdates.com/series/dj0t4x5
sSdUskm5,There Are No Bad Warriors in This World,Reading,0,Manhwa,46,2025-10-10,"There Are No Bad Heroes in This World,세상에 나쁜 용사는 없다,There Are No Bad Warriors in This World,世上沒有壞勇者,W tym świecie nie ma słabych wojowników,There’s No Such Thing as a Bad Hero in the World,Sesang e Nappeun Yongsaneun Eopda",https://myanimelist.net/manga/176222,https://anilist.co/manga/185991,https://www.mangaupdates.com/series/g1v9l2l
HTvb03Qp,The Holy Emperor's Grandson Is a Necromancer,Reading,0,Manhwa,95,2026-03-07,"성황의 손자는 네크로맨서,Seonghwangui Sonjaneun Necromancer,Grandson of the Holy Emperor Is a Necromancer,聖皇の孫はチートなネクロマンサー,Holy Emperor's Grandson Is a Necromancer",https://myanimelist.net/manga/172488,https://anilist.co/manga/172315,https://www.mangaupdates.com/series/8ktqd0k
2UmYsLgM,Chronicles of the Demon Faction,Reading,0,Manhwa,174,2026-06-08,"Mado Jeonsaenggi,마도전생기,Crônicas da Facção Demoníaca,魔道転生,魔道轉生記,魔道转生记,ตำนานการเกิดใหม่ในลัทธิมาร,Crónicas de la facción del demonio",https://myanimelist.net/manga/157591,https://anilist.co/manga/164222,https://www.mangaupdates.com/series/kuw7coe
qxilXyaR,Jeonjijeok Dokja Sijeom,Reading,0,Manhwa,311.5,2026-05-21,"Lecteur omniscient,Lector omnisciente,全知的な読者の視点から,全知读者,전독시,전지적 독자 시점,Punkt Widzenia Wszechwiedzącego Czytelnika,Góc nhìn của Độc giả Toàn tri,Всеведущий читатель,دیدگاه خواننده‌ی همه‌چی‌دون,وجهة نظر القارئ العراف,อ่านชะตาวันสิ้นโลก,全知讀者視角,全知读者视角,Der allwissende Leser,Toàn Trí Độc Giả,Jeonjijeok Dokja Sijeom,Omniscient Reader's Viewpoint,Всезнаючий читач,Ponto de vista de um leitor onisciente,Punto de vista de lector omnisciente,خواننده همه فن حریف,全知的讀者時點,全讀時,Jeonjijeok Dokja Sijeom,ORV,Omniscient Reader,Omniscient Reader's Viewpoint",https://myanimelist.net/manga/132214,https://anilist.co/manga/119257,https://www.mangaupdates.com/series/n50wl4o
JLJUjtxB,The Regressed Mercenary's Machinations,Reading,0,Manhwa,92,2026-06-11,"Hoegwihan Yongbyeong eun Da Gyehoek i Itda,重生佣兵王的复仇,重生傭兵的完美計畫,회귀한 용병은 다 계획이 있다,The Regressed Mercenary's Machinations,Every Returned Mercenary Has a Plan,L'intrigue surprenante d'un mercenaire régresseur,Las conspiraciones del mercenario regresado,The Regressed Mercenary Has a Plan,As Maquinações do Mercenário Regredido,แผนเปลี่ยนชะตาของทหารรับจ้าง,Os Planos Do Mercenário Regressado,Najemnik który ma plan",https://myanimelist.net/manga/174559,https://anilist.co/manga/182066,https://www.mangaupdates.com/series/ya9vyfk
ck3Znsd4,The Tutorial Is Too Tough!,Reading,0,Manhwa,273,2026-06-10,"チュートリアルが死ぬほど難しい,Невероятное обучение,튜토리얼이 너무 어렵다,Tutorial Neomu Eolyeobda,新手关卡太难了,新手教學有夠難,El tutorial es demasiado difícil,O Tutorial é Muito Difícil,Tutorial desafiante,The Tutorial Is Too Hard,El tutorial es demasiado,O Tutorial é Muito Difícil",https://myanimelist.net/manga/146856,https://anilist.co/manga/129632,https://www.mangaupdates.com/series/f48tgmh
L1N0uAZy,The Top Dungeon Farmer,Reading,0,Manhwa,129,2026-06-08,"Solo Farming in the Tower,Coltivo nella Torre,Only I Farm in the Dungeon,Dungeon Farming on My Own,Farming in the Tower Alone,I'm the Only One Farming in the Dungeon,나혼자 탑에서 농사,Cultivando en la torre en solitario,ปลูกผักพิชิตหอคอย,Cultivando a solas en la torre,Sole Dungeon Farming,我獨自在高塔種田,俺だけ塔で農家はじめました,Nahonja Tabeseo Nongsa,O Único Fazendeiro da Torre",https://myanimelist.net/manga/158560,https://anilist.co/manga/166658,https://www.mangaupdates.com/series/fdbhhx7
kLm_k2Ri,Becoming a Magic School Mage,Reading,0,Manhwa,133,2025-12-13,"Becoming a Magic School Mage,How to Live as a Magic School Wizard,Life of a Magic Academy Mage,Magic Academy Survival Guide,Surviving as a Mage in a Magic Academy,마법학교 마법사로 살아가는 법,魔法學校 魔法師로 살아가는 法,La vida de un mago de la academia de magia,Guide de survie à l'école de magie,Mabeobhakgyo Mabeopsa ro Saraganeun Beop,魔法師的校園生存法則,วิธีเอาตัวรอดฉบับนักเวทในโรงเรียนเวทมนตร์,厌学魔法师想毕业,魔法学校で魔法使いとして生きる方法",https://myanimelist.net/manga/154964,https://anilist.co/manga/159397,https://www.mangaupdates.com/series/frhd7bo
UhampdVZ,Return of the Runebound Professor,Reading,0,,77,2026-06-13,,,,
jnzkV6iy,Isekai Meikyuu de Harem o,Reading,0,Manga,108,2026-06-12,"在异世界迷宫开后宫,異世界迷宮でハーレムを,이 세계 미궁에서 노예 하렘을,Гарем рабов в лабиринте другого мира,Lập Dàn Harem Tại Dị Giới,A Harem in the Fantasy World Dungeon,ฮาเร็มนี้พี่ขอสร้างที่ต่างโลก (ฉบับการ์ตูน) (Phoenix Next),Başka Dünyada ki Bir Labirentte Harem Kurmak,Fantazi Dünyası Zindanında Bir Harem,Getting a Harem in an Otherworldly Labyrinth,ฮาเร็มนี้พี่ขอสร้างที่ต่างโลก (ฉบับการ์ตูน) (Phoenix Next),이세계 미궁에서 하렘을,Başka Dünyada ki Bir Labirentte Harem Kurmak,Fantazi Dünyası Zindanında Bir Harem,Getting a Harem in an Otherworldly Labyrinth,이세계 미궁에서 하렘을",https://myanimelist.net/manga/106608,https://anilist.co/manga/99462,https://www.mangaupdates.com/series/llwjwub
97pmoQO0,One Step Divine Fist,Reading,0,Manhwa,67,2026-05-22,"一步神拳,일보신권,One Step Divine Fist",https://myanimelist.net/manga/179360,https://anilist.co/manga/189348,https://www.mangaupdates.com/series/thexoun
lob3fQ0D,Solo Leveling: Ragnarok,Reading,0,Manhwa,68,2026-01-07,"SAMOTNE LEVELOWANIE: KRES BOGÓW,나 혼자만 레벨업 : 라그나로크,我独自升级：诸神黄昏,Upando Sozinho: Ragnarok,俺だけレベルアップな件〜ラグナロク〜,Solo Leveling: Ragnarok,I Alone Level Up: Ragnarok,Only I Level Up: Ragnarok,Solo Leveling : Ragnarok,Ore dake Level Up na Ken: Ragnarok,Na Honjaman Rebereop: Ragnarok,Поднятие уровня в одиночку: Рагнарёк,Tôi Thăng Cấp Một Mình: Tận Thế Ragnarok",https://myanimelist.net/manga/172429,https://anilist.co/manga/179445,https://www.mangaupdates.com/series/m13i58t
